0.473966, 0.613551, 0.035
0.319524, 0.812291, 0.005
0.0930899, 0.15391, 0.09
0.424978, 0.114413, 0.01
0.321039, 0.244096, 0.05
0.196364, 0.901628, 0.085
0.444455, 0.560187, 0.025
0.773484, 0.697743, 0.075
0.320534, 0.79388, 0.01
0.00733467, 0.102613, 0.005
0.443614, 0.0926478, 0.015
0.274929, 0.438765, 0.105
0.814344, 0.852305, 0.08
0.249491, 0.724346, 0.04
0.134083, 0.587539, 0.095
0.53167, 0.244187, 0.155
0.970046, 0.670815, 0.025
0.250894, 0.799264, 0.03
0.570679, 0.839957, 0.16
0.281044, 0.159761, 0.04
0.505306, 0.456899, 0.055
0.937039, 0.897622, 0.015
0.159879, 0.748792, 0.05
0.512338, 0.664767, 0.02
0.903719, 0.738213, 0.035
0.244567, 0.019516, 0.015
0.583923, 0.0344769, 0.03
0.743156, 0.447519, 0.045
0.914283, 0.525037, 0.06
0.0429167, 0.43313, 0.04
0.629004, 0.563444, 0.06
0.493805, 0.0780271, 0.015
0.96197, 0.871963, 0.02
0.732675, 0.58113, 0.045
0.876536, 0.681383, 0.025
0.672342, 0.047068, 0.045
0.975217, 0.146922, 0.02
0.840246, 0.440167, 0.05
0.243329, 0.266653, 0.03
0.291819, 0.550266, 0.005
0.965854, 0.58724, 0.02
0.300465, 0.628065, 0.065
0.565691, 0.506489, 0.02
0.377871, 0.72007, 0.05
0.6653, 0.456241, 0.03
0.868479, 0.633615, 0.02
0.34795, 0.977575, 0.02
0.0818911, 0.715985, 0.03
0.0143959, 0.062366, 0.01
0.792666, 0.508264, 0.03
0.367217, 0.806985, 0.035
0.801579, 0.339297, 0.055
0.0846604, 0.968108, 0.03
0.845335, 0.165597, 0.11
0.86253, 0.958711, 0.025
0.81893, 0.954155, 0.015
0.619925, 0.631124, 0.005
0.262956, 0.0342207, 0.005
0.426694, 0.0155244, 0.015
0.397517, 0.560433, 0.01
0.196708, 0.237277, 0.025
0.394324, 0.586172, 0.015
0.448521, 0.66845, 0.025
0.978405, 0.251711, 0.02
0.590835, 0.423306, 0.03
0.920679, 0.375784, 0.025
0.0712556, 0.340133, 0.055
0.306202, 0.067804, 0.02
0.91449, 0.317062, 0.03
0.234839, 0.176789, 0.005
0.746484, 0.965803, 0.03
0.0927732, 0.802305, 0.025
0.944743, 0.697076, 0.01
0.299591, 0.0983655, 0.01
0.0935946, 0.861003, 0.025
0.617529, 0.489284, 0.015
0.684755, 0.490227, 0.005
0.937596, 0.79928, 0.03
0.862009, 0.0287294, 0.025
0.189101, 0.119449, 0.01
0.527337, 0.543508, 0.02
0.939726, 0.626424, 0.025
0.831215, 0.524756, 0.01
0.988724, 0.849182, 0.01
0.306652, 0.954005, 0.025
0.334327, 0.544397, 0.015
0.812265, 0.59135, 0.035
0.349291, 0.0311222, 0.03
0.0549617, 0.85979, 0.01
0.375021, 0.151985, 0.025
0.0410988, 0.839768, 0.005
0.527896, 0.595166, 0.02
0.905144, 0.282394, 0.005
0.0824457, 0.482172, 0.02
0.551024, 0.565504, 0.01
